review,bug_report,improvement_request,rating,others
"البرنامج ودي يخلونه حتى قعد كورونا 
لانه فيه مزايا كثيره انصحك تجربها وراح تدعيلي",No,No,High,No
ارجو اصلاح الخلل البرنامج مايفتح نهائيا,High,Medium,No,No
شكرا لكم على جهودكم,No,No,Medium,Medium
تحديث على الفاضي ياليت ماتعبون نفسكم فاشل مافيه اي جديد 😪 🥴👎👎👎 لاعاد تحدثون خلاص مافي جديد.... 😫,No,Low,Medium,No
اللعبة جداً رائعة لكن ينقصها بعض التوضيح لبعض الأمور في المعارك مثلاً أحياناً تظهر أرقام العدو أقل من أرقامي وينتصر علي لماذا ؟,No,High,Medium,No
توجد مشكلة في البرنامج .. دايماً يطلع لي الرمز غير صالح . واعيد ارسال الرمز ونفس الشي يطلع لي الرمز غير صالح,High,No,No,No
"مشكله التطبيق انه مايسمح لي اسدد قبل نهايه العقد 
اتمنى يحلونها",Medium,High,No,No
لم يعجبني في مشكل بصوت مشكل في تنقل بين الفيديوهات الحلو به يعمل بالخلفية ولا يوجد به اعلانات,Medium,No,Medium,No
يااخي مرضيتش تتحدث العبه معي الرجاء حل المشكله والمساعده,Medium,Medium,No,No
بعد التحديث الجديد صاير فيه اخطاء ما يدخلني للبرنامج ، ارجوا النظر في هذة المشكلة,High,Medium,No,No
الى الامام ياوطني,No,No,Low,High
اعجبني البرنامج جدا واحس انه مفيد,No,No,High,No
لا يعمل على جهاز سامسونج جالكسي S9+,High,No,No,No
كتير تقيل على الاجهزة معي A70وبوقف تطبيق وقت بكون نت عادي هي مشكلوتو وتضطر تأغلق تطبيق ولازم تضيفو هدايا تسجيل دخول مش هدايا وهمية وتضيفولو العاب اكتر وعملات تانية للالعاب من مهام بمشاهدة البثوث وتبديل عملات بكوينزات وهيك يصير افضل رغم انو الادارة متيير كويسين والناس كويسة وناقص تعديل عتاركيت لو تخلو الف الف مو ٥٠٠٠ الف واسعار تاركيتات كتير غااالية انتو تاخدو نسبة70%حرام يعتي تاركيت الخمسين لازم تقبضو عليه200$ وال٧٠ 300$ لانو عاملين5000ب 1000 لازموو هيك تعديلات,Medium,High,No,No
الرجاء الاهتمام والاسراع في الخدمه وانجاز المراجعين,No,High,No,Low
العبه زباله ولله وهذول المعلقين من السريعه علمود شوف تعليقات وتنزله 👹🤬,No,No,High,Medium
حلو بس بيصحب الرصيد لي كده يعني اول ما اخاش واطلع على طول يسحب ٢٠ أو ١٠ فلكس لي عوز الحل بسرعه لو سمحات,Medium,Medium,Medium,No
البرنامج اذ دخلت يخرجني خلال يوجد خلل,High,No,No,No
والله برنامج كولش حلو بس ليش فتحتو لحظر عن لان اكو عالم جاي تددخل تخرب لبرنامج,No,Medium,Medium,Medium
افضل برنامج للبلوت في العالم انا متاكد من هذا التقييم تاكد بنفسك,No,No,High,No
العاب جميله مرا مرا مرا 😍😍😍😍😍😍😘😘😘😘😘😘انصحكم انكم تحملونه,No,No,High,Low
كانت حلوة ولكن صارت مو حلوة,No,No,High,No
فيه مشكله كل شويه يقولي تم حظرك مع اني اتصلي محترم وغير اباحي,High,No,No,No
انا احب العبه بس هههههههه امزح احبه مرمرمر,No,No,High,No
التطبيق يستهلك طاقة عاليه,Low,Low,No,Medium
شكراً على هذا البرنامج ممتاز ومميز,No,No,High,Low
ياخي الله يعنك من يوم حدثت تويتر حتى تقوم الساعة ليش كل ماسجلت حساب وقفتوهـ ياعيال القحبة والله تستاهل نجمة بس ع شان توصل لك الرسالة,No,No,Low,High
"لايتوفر لدي في التطبيق اي وثائق
سويت تحديث وهو هو
لايوجد هتف او رقم للدعم الفني 
وشكرا",High,No,No,Medium
ةنكشفو ثم ضدنا عكس  ثم ضدنا لا وتاكدو تكون ضد من بعد الان,No,No,No,High
لي بلاغ من سنة وبلاغ من كم شهر ماتجاوبوا معي الا بزق ...,No,No,Medium,High
"يعلق كتير رغم انه محدث 
وطريقة عرض المحتوى متأخرة كتير عن نتفليكس وستارز بلاي 
صراحة جربته ولم يرقى الى المستوى المطلوب",Medium,No,High,No
البرنامج جميل جدا ولا استغني عنه أبدا ،،,No,No,High,No
تطبيق يلا لايف تطبيق جميل ورائع اعجبتني كل اصداراته و ننتظر المزيد شكرا يلا,No,No,High,No
ميزة الضغط مرتين لتقديم الفيديو ١٠ ثواني تعطلت بعد التحديث الجديد,High,No,No,No
جميل جدا بس الصوت ضعيف ضعيف,Medium,Medium,Medium,No
نسأل الله السلامة والعافية وأن يصرف الوباء ويفتح العمرة والحج بدون حجز,No,No,No,High
برنامج حلووو للتعارف والتسليه,No,No,High,No
من افضل برامج السكانر,No,No,High,No
الله يتقبل من المعتمرين,No,No,No,Medium
ياناس انا جديد في البرنامج ولا اعرف تيري من بيري ابي الناس تضيفني وابي اضيفكم شلون,No,No,No,High
احلا عالم والله شكرن الكون 😘😘😘😘😘,No,No,High,No
التطبيق حلو كلش و اكثير منيح شكرا 💅🐽,No,No,High,No
"الرجاء الغاء الشات العالمي 
لما فيه من النصب والاحتيال 
وعمليات الارهاب الخطيره 
لانني مسحت اللعبه بسبب الشات العالمي الرجاء الغاء 
الشات العالمي",No,High,No,Low
لايعمل ولا يمكن رفع شكوى او اي بلاغ عن طريقه بسبب تعطل ايقونة الخدمة الرئيسيه نرجوا اصلاحه عاجلاً,High,Medium,No,No
السائق يوجد لديه اكثر من برنامج ويتم قبول اكثر من طلب في وقت واحد ويتاخر الطلب والاكل بارد لدرجة لايمكن اكله,No,No,Medium,Medium
برنامج متعوب عليه والف شكر للقائمين على هذا البرنامج,No,No,High,Low
التطبيق لا يعمل,High,No,No,No
اتمنى من الله ثم منكم أن يكون هناك في تجاوب مع المواطنين من حيث سرعة التجاوب بالبلاغات,No,Medium,No,Medium
تطبيق يلا هو مجموعة التحدث الصوتية الحية  و الترفيه الإجتماعي علي مستوي العالم,No,No,Low,High
برنامج جميل جداًاًاًاًاًاًاًاًاًاًاًاًاًاًاًاًاًاًاً,No,No,High,No
جميل جدا . و اقترح إضافة خدمة طلب اضافة مرافق مثل الزوجة و الاطفال.,No,High,Medium,No
مرحبا مرحبا انا جهازي قديم اديم و عم يعلق البرنامج كثير شو السبب هو لايك ولا شيء هو لايك ولا شو ولا,Medium,No,No,Medium
كيف افتح حسابي القديم بجهاز جديد ومعلوماتي ناسيها,No,No,No,High
يسهل لك الحصول على سكن مناسب,No,No,Medium,High
اريد اعرف ليش ما ضيفون اماكن جديدة,No,Medium,No,Medium
لو يتم ازالة الرموز لتفادي الغش يكون افضل .. !,No,High,No,No
اللي بيضيفني يا هلا مرحباً فيه ويسعدني ذلك,No,No,No,High
"يتم إلغاء مقاطع تحمل إسم برنامج آخر مع إن البرنامج الآخر هذا يتم النشر من خلاله لمقاطع تحمل شعار لايكي ولم يتم إلغائها أو شطبها
كلاً يثبت وجوده داخل السوشل ميديا",No,No,No,High
نعم شكرا لكم,No,No,High,No
كثرة اعلانات تنكد على الواحد,No,Medium,Medium,Low
البرنامج جيد إلى حد ما,No,No,High,No
تطبيق يبين لك مستوى الخدمات المقدمة من خلال اراء المستخدمين والمجربين للمنتجات بجميع أنواعها,No,No,Low,High
اصطوريه مو حلوه امزح العبه تستحق اكثر من مليون نجمه مره حلوه,No,No,High,No
لعبه راعه جدن ولاكن اتطويرر صعب ترقيت المباني وفشل الاتصال يرجا مراجعت هاذه الاخطا,Medium,Medium,High,No
تطبيق ممتاز جزاكم الله خيرا,No,No,High,No
اتمنا تضيفون عنصر انا معكم,No,High,No,No
من افضل التبيطقات بعد توكلنا,No,No,High,No
"احدد المدينه جدة 
يعرض لي 
الرياض ، الدمام ، المدينه المنوره",High,No,No,No
"من كثر التحديث ل برنامج يلا أصبح البرنامج ممل ولا يستطيع استخدامه سوا الأغنياء خلاصة الكلام إذا لم يعود يلا كما كان سابقا فكثير من المستخدمين سيتركون البرنامج ويذهبون. إلى ""ستار شات و يو ستار""... برناااامج فاااااااااشل بكل المقاييس لا انصح بتحميله...",No,Low,High,No
الله يسعد مساك وصباحك اخوي مطور البرنامج ..اولا نشكرك على جهودك ثانيا بعض الملاحظات اتمنى تعملون على تفاديها ومنها طريقة البحث في البرنامج محدده حيث البحث دايم يكون قريب من الموقع الحالي لمكان تواجدي أتمنى اخي الغالي ..توسيع دائرة البحث وتكون عامه على نطاق السعوديه بدون تحديد نطاق لدائرة البحث اتمنى اعطا حرية بحث بدون تحديد .بحث حر وتقبل فايق احترامي,No,High,Medium,No
تطبيق ماي اس تي سي ممتاز جدآ,No,No,High,No
اش يعني رقم الحفظ والحفظ ؟,No,No,No,High
طيب. ولكن يعطيني خطأ في إضافة تابعين,High,No,Medium,No
حلوة من ناحية انه للقتال ولكن اللعبة سهلة ولا يحتاج لمحترفين ...,No,Low,High,No
تطبيق سيئ جدا وحده عام ٣٩ ولا يحفظ الفواتير ويفضل يكون السداد عن طريق التطبيق ايضا الاستعلامات غير دقيقه,Medium,No,High,No
مبالغ خياليه في اللعبه العالم تدفع عشرات الالاف,No,No,No,High
يعلق مو راضي لا اسجل فيه ولا اسوي استعاده,High,No,No,No
ان لعبتكم لعبه ليست جميله وانا حطيت نجمه لأن متعتهون في العرب وحطوا سيرفر,No,No,High,No
جميل جدا لكنه يخزن كتير من مساحة ومين يوسل 97 يوقف,Medium,No,Medium,Low
"لحد الان ماحليتو مشكلتي ورسلت لكم رقم التعريف 
عطوني عنوان اتواصل معكم 
ماريد ايميل لانكم قاعدين تحذفون مقاطعي بعد متوصل مشاهدته أكثر وهي مقاطع عاديه عطوني رد ولا راح احذف البرنامج بالكامل",Medium,Medium,No,Medium
التطبيق جميل بس يجيب رسأل غير كويس لازم تمنع من الاشعارات بس ياريت يسجل موبس تسجيل اغني معروفه,No,Medium,High,No
تطبيق جميل وممتاز يساعد الاخرين على المحافظهم صحتهم من العدوى,No,No,High,No
يحتاج تطوير مثل وتفليس ينقصه كثير أشياء,No,High,No,Low
اتمنى ان يكون هناك خاصية لإبطاء الفديو بشكل اكثر احترافيه وايضا اتمنى اضافة خاصية مونتاج سينمائي,No,High,No,No
لمادا هد التطبيق لا يريد الإشتغال في هاتفي دخلت المعلومات بس كل مرة اظغط وللمرة بدي إشتغل شو سبب؟؟؟؟,High,No,No,Low
اوكي حبيت الفكره بس للاسف طلع شكليات ليس اكثر ١ الخدمات محدوده جدا ٢ الاغلبيه بالرياض و نوادر بمدن مختلفه باستثنا مكه مافيها ولا شيء ابدا ٣ المحلات تقريبا كلها غير متعارف عليها .. ان شاء الله يتحسن و يتطبق ( من عمل منكم عملا فاليتقنه ) نستحق الافضل,No,Medium,Medium,No
العبه جميله حدا ولا كن فيه هناك مشكله انها للبنات مافي حقت رجاااال,No,Low,High,Medium
اتمنى يكون في خاصيه مسح البلاغ مع السبب لانو ساعات بيجلس البلاغ وقت طويل وتنتهي المسأله وشكرا,No,High,No,No
كما كان في السابق الدخول عن طريق المتصفح،أما بخصوص خدمة مقيم فالمتصفح لايعمل وبالتالي الخدمه لاتعمل,High,Medium,Medium,Low
اللعبه الرائعه جدا جدا جدا جدا جدا جدا ❤️❤️♥️,No,No,High,No
اسواء تطبيق ممكن انك ماتنجز فيه خدماتك يمكن توصل لمركزهم الرئيسي وهو لسى مافتح سيئ جدا بطيئ جدآآ,No,No,High,No
"البرنامج يعمل بشكل رائع وتمت تجربته وبعد الاتصال تمكن فريق الانقاذ بتحديد موقعي 

خطوه رائعه واسال الله ان يجعله في موازين من فكر او نفذ او ساعد في هذا البرنامج",No,No,High,No
اللعبه دي جميلة جدا جدا جدا جدا جدا,No,No,High,No
تطبيق عظيم سهل حياتنا في التعاملات الحكومية,No,No,High,No
جاري التحميل للتجربة ثبل التقييم,No,No,No,High
تم تحميل تطبيق الهيئة لجوال ايفون لكن لا يقبل تقديم الشكاوي او بلاغ,Medium,Medium,No,No
نشبه تصحيني اساعه٩ وانا انا ٢ الفجر,No,No,Low,High
"طلبت عن طريق التطبيق وتواصلت مع المندوب وهو في المطعم وتفاجأت ان الطلب مكرر ووصل عند بيتي مندوبين بنفس الطلب 
طبعًا حاسبت اللي طلع لي رقمه في التطبيق والثاني مسكين مادفعت له شي وبيتحمل هو قيمة الطلب 
ارجوا متابعة الموضوع وتعويض المندوب",High,Medium,No,No
صعوبة الدخول ع الخدمة بعد الربط مع النافذ الوطني وتكرار عدم المقدرة للوصول الى خدمة التطبيق,High,No,Low,No
للاسف بعد التحديث لا يفتح على صفحه الحجز لا اعرف ايه المشكله ...تم حل المشكله بالخروج من التطبيق والدخول مره اخري,High,No,No,No
"اغاني ووتتنا غير موجوده 
وجالسين تهتموا بالافلام والمسلسلات ايش وضعكم حولتوا نتفلكس ولا ايش",No,Medium,No,Medium
لماذا اللعبه تخرج وانا العب بدون سبب .. والموبيل جديد يعني M10t,High,No,No,No
ممتاز تانجوا اتاح لي التواصل مع اهلي خارج المملكة,No,No,High,No
نايس بس مواقع لا تشتغل عندي,Medium,No,Medium,No
"دفعت اشتراك اول شهر وثاني شهر والى الان لا أستطيع مشاهدة المحتوى

الرجاء تحلون المشكلة او ترجعون قيمة اشتراك شهرين",High,Medium,No,No
علشان يوم تجي تشترك لازم فلوس,No,No,No,High
اللعبة م رضت تفتح خالص قد حملتها أكثر من مرة .,High,No,No,No
"برنامج جميل ولكن ينقصه بعض الايقاعات ياريت تضيفوها 1 البسته البحرينيه 2 
الايقاع الصنعاني يشبة اليافعي لكن اختلاف بسيط 3 الهيوه العراقي ياريت يكون 
في شي افضل من الموجود 4 ايقاع المغربي الشعبي مايفي بالغرض ياريت في افضل 
وشاكر لكم على البرنامج الرائع مستفيد منه كثير واذا تم التعديل اعطية 5 نجوم 
ومستعد افيدكم في بعض الامور ارجو الرد",No,High,Low,No
برنامج رائع والقائمين عليه في قمة الرقي والإخلاص والتعاون,No,No,High,No
فيه مشكله يعلق البرنامج كثير ارجو تسوو له تحديث,High,Medium,No,No
نسأل الله أن يتقبل منا ومنكم صالح الأعمال,No,No,No,High
التطبيق سهل وسريع ولاكن هناك مشكله أنا التوصيل تعرفه غالي 🙂,No,Low,High,Low
فاشل .. لي يومين احاول اسجل ولم يقبل اي رقم مع انه حروف كبيرة وصغيرة وارقام,High,No,Medium,No
سيئ سيئ مره مره مره ابي اشوف كم استخدمت من البينات عجزت فاشل رجعوه للتحديث الاول اصرف منه بكثير ولا الفرق شوي,Medium,Medium,High,No
وش تبون اقول غير انها مثل الزق ؟,No,No,High,No
"البرنامج جدااا رائع 
وفكرته فنانة",No,No,High,No
اتمنى لو تضعون وضع التصفيق لان هناك من لا يجيد التصفير,No,High,No,No
جميييييييييييييييييييييييييييل هاذي النجوم قليله لتعبر عن جمال العبه 😍😍😍😍😍,No,No,High,No
يستاهل اكثر من خمس نجوم,No,No,High,No
اذا جيت احط رقم الجوال ما تجيني رساله من البرنامج,High,No,No,No
اتمنى المصداقيه فالاضافات,No,High,No,Low
ابي افك الحظر شلون مسويلي حظر,No,No,No,High
كيفية التسجيل مرة جديده برقم جوال جديد,No,No,No,High
في مشكله بلعبه ويرجى اصلاحها المشكله بس ابحث عن مرحله وحط تحميل الاغنيه الاغنيه ما تتحمل مع العلم ان هاتفي قوي,High,Medium,No,No
حلوه بس خراباتها كثير,Low,No,High,No
نتمنى اضافة منصة مسار,No,High,No,No
ن م الإبلاغ عنها. و. ج بحـث يا 16301,No,No,No,High
إلى الأمام لدحر الشرذمة,No,No,Medium,Medium
يرنامج خايس ويعلق ومايشتغل زين,High,No,High,No
البرنامج بعد التحديث الاخير سار يطردني مابيفتح معايا ايش المشكله ؟,High,No,No,Low
برنامج ✔️❤️ ب่ัـراسٰـٰٰ̲۫ـه⁶⁰حـہﹷٰ̲ـٰ̲ـض ،😹♥️﴾ يخبل ❤️,No,No,High,No
كل ما تحط جوالك عشان تفعيل ما تجيك رساله,High,No,No,No
برنامج جميل من خلاله تستطيع وجود شريك حياتك,No,No,High,Low
"اتمنى تحسين اقتراحات البحث 
و اضافة التطبيق على اجهزة الكونسل",No,High,No,No
جميلة جدا واستغلال ممتاز لوقت فراغك,No,No,High,No
مضحك يحطك في العزل بدون مايفحص وثانيا حذفت الموعد مرتين لكي اغير مكان الفحص قال لايمكن التسجيل لانك غيرت ...الي متي حيقول كذا خلاص تبنا توبه مانغير الموعد سجلونا,High,No,Medium,No
جميل جدا بحيث انه يتيح للمستخم العادي سهولة الوصول إلى الأنظمة والمواد بالإضافة إلى طريقة العرض المميزة. شكرا النيابة العامة,No,No,High,No
جميلة لكن يوجد مشكلة في عملية بدء اللعبة او اقلاع اللعبة بطيئة جداً,High,Low,Medium,No
اجمل تجربه تسوق من ناحيه الاسعار والمصداقيه والثقه,No,No,High,No
اولاً العبه فيها تهكير لللليش اتعب واجمع وفي نهايه راح تعبي لي ان في واحد هكر حسابي الحين كيف ارجع حيوانات من عند الخنيث وكيف ارجع حسابي هذا الغلط في لعبه,High,No,No,Low
لعبة كلش خررررافية وتستاهل 5 نجوم واكثر كون ايضيفوت مقاتلين اكثر وساحات جديدة ويضيفون تحديات وشكرا لكم على جهودكم المبذولة في تطوير اللعبة,No,High,High,No
ازا كترنا لنجوم بيغلى سعرا  بس لعبة حلوة كتير,No,No,High,No
صعوبة تعديل الاسم والاشتراك في vip,Low,Medium,Low,No
لعبه جمله جدا بس رجا تحسين بعض اشياء مثل دهب,No,High,Medium,No
يوجد مشكلة رسائل التحقق ودخول البرنامج,High,No,No,No
حلو بس الصور تبقى في البرنامج ماتنحذف,High,No,Medium,No
البرنامج لا يعمل لا يوجد سوى الإعلانات ؟؟؟...,High,Low,Low,No
بصراحه اول مره استخدم البرنامج واعجبني سهولته والمندوب رائع وبرنامج ممتاز,No,No,High,No
هو التطبيق حلو و مش وحش بس في ناس الليله الدب,Low,Low,Medium,Low
"اطي اليتيوب ١٠ من ١٠
انه جييييد جدااات",No,No,High,No
العبه جميله واتمنا تحميلها من كل جهات العالم وشكرا لكم ولاكن لدي مشكلة قد تم حضري من العبه لا اعلم كيف اخي الصغير حاول سرقت حساب ثم حضروني ارجو حل المشكلة وازاله الحضر واتمنا تحميلها من كل جهات العالم واتمنا فك الحضر وشكرا لكم,Medium,Low,Medium,Medium
التحديث الجديد خااااااايس كيف ارجع للقديم ؟,No,Low,High,No
انا احد المرشدين,No,No,No,High
"للان التطبيق فيه اشكالية
لما تسوي تسجيل دخول يطلعك من التطبيق",High,No,No,No
صار مايحمل من امس,High,No,No,No
لا يوجد خدمة استعراض فواتير المياة,Low,Medium,No,No
انا ايضا في سيرفر 20 الاداره تتصرف بكامل حريتها بغلق الحسابات حتى المربوطه بالفيس لأي بلاغ كيدي انا اللعب هذه اللعبه وأطفالي أيضا وكنوع من المرح نتخذ اسماء موحده... فتقوم الاداره بحذف الحسابات دون الرجوع أو مناقشه أصحاب الحسابات يضيع مجهود شهور دون مرعاه اي شعور لأحد لم أرى ذلك ابدا في حياتي كلها بأي لعبه حتى أنه لا يوجد مكان محدد للشكاوي انا ايضا لا انصح بها..,Medium,Medium,Low,Low
تقليل سعر التوصيل,No,High,No,No
فيها مشكله انو لما ادخل الماب يطلعني,High,No,No,No
حطوا اللغة العربية,Low,High,No,No
هذه العبه رائعه وجيد ومفيد من احسن الألعاب وصعبة وأنا أحبها لأنها صعبة وأنا أحب الصعب,No,No,High,No
تعالو حسابي في تيك توك اسمه (فانز جمعان) اعملو فولو واكسبلور واعجاب وتعليق,No,No,No,High
فكرة حلوه ، بس خيالية ما منها فائدة مجرد تسكيت وكسب فلوس ، في الحقيقة المواطن دايما خطأ و الطرف الثاني هو الصح,No,Medium,High,No
اتمنا وضع اقرب خيار للمواطن ويكون مناسب,No,High,No,No
الله يحمي وطننا,No,No,No,High
بجنن تستحق اكثر من خمس نجوم🥰❤️ انصحكم تنزلوهة 🤩,No,No,High,No
العبه جميل جداً كنت انتظرها لاني احبها لكن اتمنى ان تجعلوا المستشفى ايضا مجاناً ☺️💕,No,Medium,High,No
لعبة كلش حلووه واتمنا صلحون العطل عشان تنزل لان ما جاي تثبت لو سمحتو,Medium,Low,Medium,No
رائعةجدا هذه العبة حلوة جدا تستحق أكثر من خمسة نجوم أنصحكم أن تنزيلها في اسرع وقت ممكن اقسم بالله اقسم بالله لعبه جميله جدا عارفه اقول لكم ايه بصراحه يعني لعبه تحفه نزلها بسرعه قبل فوات الاوان لان هي ممكن تحب تبقى في اقرب وقت وممكن هي عند بس لو قال لك منزلها لانها وحياه ربنا لعبه جميله جدا بصراحه يعني مش عارف اقول لكم ايه يا ريت لها بسرعه ويا رب تكونوا بالف خير وكل سنه وانتم طيبين كلكم مع الف سلامه,No,No,High,No
يا ليت ان طلبات الصداقه تكتب حروف الارقام صعب وايد 💙💙💙💙,Low,Medium,No,No
"التطبيق يعيدنا لأبل ستور للتحديث ولايوجد أي تحديث
عالجوا ذلك لنستفيد من البرنامج",Medium,Low,No,No
افضل تطبيق للجامعة والمذاكرة انصحكم فيه,No,No,High,No
مادري شفيه كل مابي اكتب البريد يقلي شبكتك تمنع وش السالفه وغيرت الشبكه ومانفع تكفون يلي عنده حل يقول,High,No,No,No
متى ينزل تحديث جديد ترا جد مليت وانا انتظر مايدخل معي عن طريق تويتر,Medium,Medium,No,No
جميل جدا ولكن للاسف تم تسجيل الخروج واصبح يعطيني كلمة السر خاطئة وعند وضع استعادة كلمة المرور يقول تم ارسال ايميل ولا اجد شيء,High,No,Medium,No
اكرها البرنامج المخفيون فيها ياليت يشلون مخفي نرتتاح ناس تتكلم تسب ياليت تسون حضر لهم جدآ,No,Medium,Medium,No
جميله بيد التحكم تبع البلاستيشن فقط بدون اليد تكون صعبه وممله,No,Medium,Medium,No
تحديث سيء للاسف,No,No,Medium,Low
لا يوجد افلام مصرية لكبار الفنانين مثل احمد عز,No,Medium,No,No
الرجاء ارجاع البحث بالقرب,No,High,No,No
الإعلانات في الجوال جدا سيئة و لا يمكن إيقافها,Low,Medium,Medium,No
العاب حلوه بس في مشكلة ما أقدر اروع المستوى الخر,Medium,No,Medium,No
موقع احترافي يخدم المقبل على التجارة بشكل احترافي سهل الاستخدام شامل وسريع,No,No,High,No
البرنامج سريع وممتاز وانصح به,No,No,High,No
نسيت الرقم السري وعند طلبه يظهر رسالة خطاء بالسيرفر,High,No,No,No
تواصلت معكم و مافي فايده كمان اليوم ارسل لي مندوب ثاني موقف في نفس المكان و يقول تعالي استلمي طلبك هذا شي طبيعي على تطبيق معروف مثل تطبيقكم؟؟؟!!!,High,Low,No,No
العبه حلوه بس ما يطلع الصور عندي في الايباد بس العبه حلوه مسليه نوعا ما,Medium,No,Medium,No
اول شي يحذرك من اماكن كثير ومافيها رادار وهذا يدل على عدم تحديث الاماكن في البرنامج وبعدين لازم تطفي البرنامج وتشغله مره ثانيه لانه يعلق كثير واوقات يطفي البرنامج بشكل مفاجي . يعني زيه زي المجاني ويمكن المجاني افضل ارجو الاهتمام بالزبائن,High,Low,Low,No
البرنامج جداً رهيب,No,No,High,No
"يبي له تحديث نظامه غبي 
تسجل دخول يوديك لرابط 
الي مسويه خبرته بمجال سوق الاغنام",High,Medium,Low,No
حلوه بس مش عارف ليه حاسس اني هموت والله,No,No,High,No
اكذب منكم مافي زباله زباله زباله زباله والقائمين عليه بعد زباله لايستقد حتا ان يدخل قوقل بلاي,Low,No,High,No
لعبة جميله جدا ومسليه لكن تصبح ممله عندما تكون بعض المراحل صعبه جدا,No,Medium,High,No
برنامج رائع وسهل الاستخدام,No,No,High,No
ما ينزل على الجوالات اصدار١٢,Medium,Low,No,No
لقد تم حظري بسبب المحاولة الحصول على حسابي القديم,High,No,No,No
"مايصير لما ادخل عل الواجبات المنشورة
لازم ادخل على كل ماده 
ليه ماتكون مثل المنصه 
القديمه
ادخل عل الواجبات المنشورة
يجيني كل الواجبات",Medium,Medium,No,No
التطبيق صراحة من افضل مايكون حالياً ، كل الخدمات متوفره من اجازات ورفع انتدابات واستعلامات عن الراتب او الانتدابات او خارج الدوام او غيرهم  ، اتمنى مايخرب مثل سابقه,No,No,High,No
البرنامج بدائي جداً وفاشل,Low,No,High,No
صعوبة في الحصول على مواد تصعيد الأبطال الأسطوريين,Low,Medium,No,No
الله يجزاكم خير والله انتظره من زمان لكن اتمنى اضافة الشيخ على جابر وتعديل الخطا لانه يطلب تحديث عند الفتح وحين افتح المتجر لا يوجد تحديث,Medium,Medium,Medium,No
ممتاز يفك ازمه خاصه باليل والمناطق النائية,No,No,High,No
انا اعطيها بس 2نجمه علشان انا لسه مجربتهاش,No,No,High,No
"السلام عليكم 
عندى مشكلة مع قول ماب فى تاخير فى الاستجابة على جي بى اس",High,No,No,No
اجمل تطبيق للتغذية البصرية,No,No,High,No
اخترت مدينة الرياض لكن تظهر لي فعاليات الرياض ناقصة و تظهر معها فعاليات مدن اخرى ارجو تحسين هذا لا تظهر الفعاليات كاملة و تظهر مدن مختلطة و يحتاج تحسين لا يعتمد عليه اطلاقا,High,High,No,No
يلي يبغى سجل يخرف اسماء غريبه عجيبه وتسجلو,Low,Low,Low,Medium
من أين نحصل على كود لإرسال الدعوة ؟,No,No,No,High
لعبه ممتعه واكتشافاتها كثيرة جداً,No,No,High,No
جميلة جدا واحلى حاجة الأثاث فى حديث و فى قديم على حسب الاذواق,No,No,High,No
التطبيق جميل  جداً بس خانات الواجب الثلاثه ياليتها خانه وحده,No,High,High,No
اشتريت القطعه و حملت البرنامج و في الاخير ماتشتغل علی تويوتا,High,No,No,No
بريدي الاميل لا. يعطيني الرسائل السابقة,High,No,No,No
تطبيق سيء لا يقبل البلاغات ولا الاستفسارت وعطل في اكمال تسجيل البلاغات واختيار المدينة هيئة الفلس والانحدار 👎👎👎👎,High,No,Medium,No
سيئ جدا جدا لايستفاد منه على الاطلاق ولا يستحق نجمة واحدة .,No,No,High,No
برنامج رايق لكن مشكلته النقاط فقط اتمنى يشوفون لنا طرق للتواصل بشكل افضل,Low,Medium,High,No
برنامج جميل لكن سعر الاشتراك الشهري مبالغ فيه حيل,Low,Medium,Medium,No
بس لو يضيفون الرهانات في طاولة خاصة,No,High,No,No
كان كويس من اول الان مايفتح,Medium,No,Medium,No
يعتبر افضل تطبيق للقرآن الكريم نشكر القائمين على طباعته وجزاكم الله خير,No,No,High,No
كل شي بفلوس تقريباً,No,Medium,Medium,No
خدم الجميع بدون مراجعة الدوائر الحكومية,No,No,High,No
تطبيق مفيد جداً ينقصه لو ان فيه تقييم للأطباء والمراكز الصحية والمواعيد وان يؤخذ هذا التقييم بعين الاعتبار استفدت منه أكثر من مرة بالتوفيق لوزارة الصحة,No,High,High,No
مخيسه خايسه مره خايسههه,No,No,High,No
للأسف قوانين مكتب العمل محدودة وضعيفة,No,Medium,Medium,Low
برنامج يلا ممتاز جدا الصوت مفيش اي مشكلة فيه و بقدر اتكلم براحتي بدون ما ادفع اي رسوم,No,No,High,No
"اسوء تطبيق لتوصيل الطلبات
لا يمكن الغاء الطلب بعد دقيقتين من ارساله
خدمة عملاء سيئة",Medium,Medium,High,No
تطبيق جداً جبار وساعدنا وقت الازمة وما زال يساعدنا لما فيه من خدمات كثيرة,No,No,High,No
ابو ضيف الله عبدالله بن مفلح الجهمي,No,No,No,High
التجربة جيدة والأفضل أن يتم توصيل القطع المطلوبة مع بعض,No,High,High,No
ثلهت٣٣٢قبل ٣بءبؤثؤ. ٣من ثؤس٢. م٥قب قبل ٢أيام منذ,No,No,No,Medium
اللعبه حلو بس ما في هدف في طيران,No,High,High,No
ماعم يترجم بسرعه وما يرضى ينزل اللغات سريع,High,Low,Low,No
برنامج رائع جداً يستحق الفايف ستارز,No,No,High,No
